mcg_sicdescription,mcg_naicscode,mcg_industrysector_displayname,mcg_industry_displayname,mcg_name,mcg_subsectortext0,mcg_description
,315250,Manufacturing,Industrials,315250 - Cut and Sew Apparel Manufacturing (except Contractors),Manufacturing,Cut and Sew Apparel Manufacturing (except Contractors)
,316990,Manufacturing,Industrials,316990 - Other Leather and Allied Product Manufacturing,Manufacturing,Other Leather and Allied Product Manufacturing
,321215,Manufacturing,Industrials,321215 - Engineered Wood Member Manufacturing,Manufacturing,Engineered Wood Member Manufacturing
,322120,Manufacturing,Industrials,322120 - Paper Mills,Manufacturing,Paper Mills
,325315,Energy,Industrials,325315 - Compost Manufacturing,Chemicals Chemicals / Petrochemicals,Compost Manufacturing
,333248,Manufacturing,Industrials,333248 - All Other Industrial Machinery Manufacturing,Manufacturing,All Other Industrial Machinery Manufacturing
,333310,Manufacturing,Industrials,333310 - Commercial and Service Industry Machinery Manufacturing,Manufacturing ,Commercial and Service Industry Machinery Manufacturing
,333998,Manufacturing,Industrials,333998 - All Other Miscellaneous General Purpose Machinery Manufacturing,Manufacturing,All Other Miscellaneous General Purpose Machinery Manufacturing
,334610,Media & Entertainment,TMT,334610 - Manufacturing and Reproducing Magnetic and Optical Media,Media,Manufacturing and Reproducing Magnetic and Optical Media
,335131,Fashion & Home Furnishings,Consumer Products,335131 - Residential Electric Lighting Fixture Manufacturing,Home Furnishings Home & Leisure,Residential Electric Lighting Fixture Manufacturing
,335132,Manufacturing,Industrials,"335132 - Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",Manufacturing,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing"
,335139,Consumer Goods,Consumer Products,335139 - Electric Lamp Bulb and Other Lighting Equipment Manufacturing,Home & Leisure ,Electric Lamp Bulb and Other Lighting Equipment Manufacturing
,335910,Manufacturing,Industrials,335910 - Battery Manufacturing,Manufacturing,Battery Manufacturing
,336110,Manufacturing,Industrials,336110 - Automobile and Light Duty Motor Vehicle Manufacturing,Automotive,Automobile and Light Duty Motor Vehicle Manufacturing
,337126,Consumer Goods,Consumer Products,337126 - Household Furniture (except Wood and Upholstered) Manufacturing,Home & Leisure ,Household Furniture (except Wood and Upholstered) Manufacturing
,424350,Retail & Restaurants,Consumer Products,424350 - Clothing and Clothing Accessories Merchant Wholesalers,Specialty Retail,Clothing and Clothing Accessories Merchant Wholesalers
,425120,B2B Wholesale/Distribution,Industrials,425120 - Wholesale Trade Agents and Brokers,B2B Wholesale,Wholesale Trade Agents and Brokers
,441227,Retail & Restaurants,Consumer Products,"441227 - Motorcycle, ATV, and All Other Motor Vehicle Dealers",Retail Automotive,"Motorcycle, ATV, and All Other Motor Vehicle Dealers"
,441330,Retail & Restaurants,Consumer Products,441330 - Automotive Parts and Accessories Retailers,Retail Automotive,Automotive Parts and Accessories Retailers
,441340,Retail & Restaurants,Consumer Products,441340 - Tire Dealers,Retail Automotive,Tire Dealers
,444140,Retail & Restaurants,Consumer Products,444140 - Hardware Retailers,Retail Furniture & Home,Hardware Retailers
,444180,Retail & Restaurants,Consumer Products,444180 - Other Building Material Dealers,Retail Food & Drug,Other Building Material Dealers
,444230,Retail & Restaurants,Consumer Products,444230 - Outdoor Power Equipment Retailers,Retail Food & Drug,Outdoor Power Equipment Retailers
,444240,Retail & Restaurants,Consumer Products,"444240 - Nursery, Garden Center, and Farm Supply Retailers",Retail Food & Drug,"Nursery, Garden Center, and Farm Supply Retailers"
,445131,Retail & Restaurants,Consumer Products,445131 - Convenience Retailers,Retail Food & Drug,Convenience Retailers
,445132,Retail & Restaurants,Consumer Products,445132 - Vending Machine Operators,Specialty Retail,Vending Machine Operators
,445240,Retail & Restaurants,Consumer Products,445240 - Meat Retailers,Retail Food & Drug,Meat Retailers
,445250,Retail & Restaurants,Consumer Products,445250 - Fish and Seafood Retailers,Retail Food & Drug,Fish and Seafood Retailers
,445298,Retail & Restaurants,Consumer Products,445298 - All Other Specialty Food Retailers,Retail Food & Drug,All Other Specialty Food Retailers
,445320,Retail & Restaurants,Consumer Products,"445320 - Beer, Wine, and Liquor Retailers",Retail Food & Drug,"Beer, Wine, and Liquor Retailers"
,449110,Retail & Restaurants,Consumer Products,449110 - Furniture Retailers,Retail Furniture & Home,Furniture Retailers
,449121,Retail & Restaurants,Consumer Products,449121 - Floor Covering Retailers,Retail Furniture & Home,Floor Covering Retailers
,449122,Retail & Restaurants,Consumer Products,449122 - Window Treatment Retailers,Retail Furniture & Home,Window Treatment Retailers
,449129,Retail & Restaurants,Consumer Products,449129 - All Other Home Furnishings Retailers,Retail Furniture & Home,All Other Home Furnishings Retailers
,449210,Retail & Restaurants,Consumer Products,449210 - Electronics and Appliance Retailers,Retail Furniture & Home,Electronics and Appliance Retailers
,455110,Retail & Restaurants,Consumer Products,455110 - Department Stores,Dept. Stores & General Merchandise,Department Stores
,455211,Retail & Restaurants,Consumer Products,455211 - Warehouse Clubs and Supercenters,Dept. Stores & General Merchandise,Warehouse Clubs and Supercenters
,455219,Retail & Restaurants,Consumer Products,455219 - All Other General Merchandise Retailers,Dept. Stores & General Merchandise,All Other General Merchandise Retailers
,456110,Retail & Restaurants,Consumer Products,456110 - Pharmacies and Drug Retailers,Specialty Retail,Pharmacies and Drug Retailers
,456120,Retail & Restaurants,Consumer Products,"456120 - Cosmetics, Beauty Supplies, and Perfume Retailers",Specialty Retail,"Cosmetics, Beauty Supplies, and Perfume Retailers"
,456130,Retail & Restaurants,Consumer Products,456130 - Optical Goods Retailers,Specialty Retail,Optical Goods Retailers
,456191,Retail & Restaurants,Consumer Products,456191 - Food (Health) Supplement Retailers,Specialty Retail,Food (Health) Supplement Retailers
,456199,Retail & Restaurants,Consumer Products,456199 - All Other Health and Personal Care Retailers,Specialty Retail,All Other Health and Personal Care Retailers
,457110,Retail & Restaurants,Consumer Products,457110 - Gasoline Stations with Convenience Stores,Retail Food & Drug,Gasoline Stations with Convenience Stores
,457120,Retail & Restaurants,Consumer Products,457120 - Other Gasoline Stations,Retail Food & Drug,Other Gasoline Stations
,457210,Retail & Restaurants,Consumer Products,457210 - Fuel Dealers,Specialty Retail,Fuel Dealers
,458110,Retail & Restaurants,Consumer Products,458110 - Clothing and Clothing Accessories Retailers,Specialty Retail,Clothing and Clothing Accessories Retailers
,458210,Retail & Restaurants,Consumer Products,458210 - Shoe Retailers,Specialty Retail,Shoe Retailers
,458310,Retail & Restaurants,Consumer Products,458310 - Jewelry Retailers,Specialty Retail,Jewelry Retailers
,458320,Retail & Restaurants,Consumer Products,458320 - Luggage and Leather Goods Retailers,Specialty Retail,Luggage and Leather Goods Retailers
,459110,Retail & Restaurants,Consumer Products,459110 - Sporting Goods Retailers,Specialty Retail,Sporting Goods Retailers
,459120,Retail & Restaurants,Consumer Products,"459120 - Hobby, Toy, and Game Retailers",Specialty Retail,"Hobby, Toy, and Game Retailers"
,459130,Retail & Restaurants,Consumer Products,"459130 - Sewing, Needlework, and Piece Goods Retailers",Specialty Retail,"Sewing, Needlework, and Piece Goods Retailers"
,459140,Retail & Restaurants,Consumer Products,459140 - Musical Instrument and Supplies Retailers,Specialty Retail,Musical Instrument and Supplies Retailers
,459210,Retail & Restaurants,Consumer Products,459210 - Book Retailers and News Dealers,Specialty Retail,Book Retailers and News Dealers
,459310,Retail & Restaurants,Consumer Products,459310 - Florists,Specialty Retail,Florists
,459410,Retail & Restaurants,Consumer Products,459410 - Office Supplies and Stationery Retailers,Specialty Retail,Office Supplies and Stationery Retailers
,459420,Retail & Restaurants,Consumer Products,"459420 - Gift, Novelty, and Souvenir Retailers",Specialty Retail,"Gift, Novelty, and Souvenir Retailers"
,459510,Retail & Restaurants,Consumer Products,459510 - Used Merchandise Retailers,Specialty Retail,Used Merchandise Retailers
,459910,Retail & Restaurants,Consumer Products,459910 - Pet and Pet Supplies Retailers,Specialty Retail,Pet and Pet Supplies Retailers
,459920,Retail & Restaurants,Consumer Products,459920 - Art Dealers,Specialty Retail,Art Dealers
,459930,Retail & Restaurants,Consumer Products,459930 - Manufactured (Mobile) Home Dealers,Retail Automotive,Manufactured (Mobile) Home Dealers
,459991,Retail & Restaurants,Consumer Products,"459991 - Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers",Specialty Retail,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers"
,459999,Retail & Restaurants,Consumer Products,459999 - All Other Miscellaneous Retailers,Specialty Retail,All Other Miscellaneous Retailers
,513110,Media & Entertainment,TMT,513110 - Newspaper Publishers,Media,Newspaper Publishers
,513120,Media & Entertainment,TMT,513120 - Periodical Publishers,Media,Periodical Publishers
,513130,Media & Entertainment,TMT,513130 - Book Publishers,Media,Book Publishers
,513140,Media & Entertainment,TMT,513140 - Directory and Mailing List Publishers,Media,Directory and Mailing List Publishers
,513191,Media & Entertainment,TMT,513191 - Greeting Card Publishers,Media,Greeting Card Publishers
,513199,Media & Entertainment,TMT,513199 - All Other Publishers,Media,All Other Publishers
,513210,Technology,TMT,513210 - Software Publishers,Software,Software Publishers
,516110,Media & Entertainment,TMT,516110 - Radio Broadcasting Stations,Media,Radio Broadcasting Stations
,516120,Media & Entertainment,TMT,516120 - Television Broadcasting Stations,Media,Television Broadcasting Stations
,516210,Media & Entertainment,TMT,"516210 - Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",Media,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers"
,517111,Telecommunications,TMT,517111 - Wired Telecommunications Carriers,Telecommunications,Wired Telecommunications Carriers
,517112,Telecommunications,TMT,517112 - Wireless Telecommunications Carriers (except Satellite),Telecommunications,Wireless Telecommunications Carriers (except Satellite)
,517121,Telecommunications,TMT,517121 - Telecommunications Resellers,Telecommunications,Telecommunications Resellers
,517122,Telecommunications,TMT,517122 - Agents for Wireless Telecommunications Services,Telecommunications,Agents for Wireless Telecommunications Services
